text,anger,disgust,fear,joy,sadness,surprise,neutral
"@movewitteme lol ik это так, но я думаю, что я хранил его в течение года+, не нуждаясь в программном обеспечении с вирусом или чтобы починить его вздох",0,0,0,0,0,1,0
"Я так несчастна, что здесь я ненавижу это влияет на все, мои отношения с людьми, моя личность, мое отношение...",0,0,0,0,1,0,0
"Сейчас нечего делать, и я устала, но я не хочу спать.",0,0,0,0,1,0,0
@Madush о мой... теперь я обиделась.,0,0,0,0,1,0,0
Третья версия Up была продана на регулярной основе!,0,0,0,0,1,0,0
"@NickTheIntern, любовь моя!!!! Мы все еще не обедали вместе, как мы и договаривались... я скучаю по тебе, мой друг.",0,0,0,0,1,0,0
"Где мой лучший друг, когда он мне нужен @iAmcertiPHIed",0,0,0,0,0,1,0
"Теперь к вечеринке присоединились боль и охлаждение. Почему простуда просто не исчезла, а стало хуже?",0,0,0,0,1,0,0
кровать... с болью в желудке.,0,0,0,0,1,0,0
"болтливая зарядка полностью сдохла... сохраняя то, что осталось от батареи, пока я не смогу купить новую.",0,0,0,0,1,0,0
"наконец-то признаю тот факт, что все симпатичные парни похищаются.",0,0,0,0,1,0,0
"Лето Глау появится в Dollhouse в следующем году http://tinyurl.com/mnrezc... я все еще не могу поверить, что они не смогут продлить TSCC",0,0,0,0,0,1,0
"@HazelAngeli @V0TR0N очень плохо, что Во заболела, я думаю, и у меня даже нет лекарств, чтобы чувствовать себя как ты.",0,0,0,0,1,0,0
"Утром Хонза летит обратно в Чешскую Республику, и я буду очень скучать по нему.",0,0,0,0,1,0,0
"@FriendlyFetus, потому что они изменили человека...",0,0,0,0,0,1,0
Мэтти устал.,0,0,0,0,1,0,0
@NellaGrl плохой ночи... скучает по моей маленькой девочке...,0,0,0,0,1,0,0
Завтра будет 25-й день на работе.,0,0,0,0,1,0,0
"Мужик, поднимайся и готовься к работе, я хочу спать!",0,0,0,0,1,0,0
"@JasmineCJones, я только что подумал о том же! Люблю наши утренние разговоры!",0,0,0,0,1,0,0
"Жаль, что я не был сейчас в Сри Панва.",0,0,0,0,1,0,0
"Хочет послушать музика, но его нет на iPod",0,0,0,0,1,0,0
Я скучаю по светлячкам...,0,0,0,0,1,0,0
"@Brookleadams держится там - здоровье должно быть приоритетом #1 прямо сейчас! Я ненавижу видеть хороших людей, которые подвергаются жестокому обращению, так что я искренне сожалею",0,0,0,0,1,0,0
У меня было отличное время 2.,0,0,0,0,1,0,0
@Saresa и я чувствую твою боль.,0,0,0,0,1,0,0
"Моя Пандора сильно наткнулась, почему не может по-настоящему играть отличную музыку, как эта?",0,0,0,0,0,1,0
Нееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееееее!!!!!!!!,0,0,0,0,1,0,0
"Хотела бы я что-нибудь съесть, но не могу.",0,0,0,0,1,0,0
"Где все вы мотивировали/определили/желали быть сексуальными успешными молодыми профессионалами????! Я действительно могу присоединиться к БНИ, если нет!",0,0,0,0,0,1,0
"@Jessicaveronica вы, ребята, снова будете гастролировать с Коротким Стаком?",0,0,0,0,1,0,0
"@hudaaaa eeeeieieieeieiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,я неувидеть.",0,0,0,0,0,1,0
"Мне скучно, так скучно, что нечего делать, кроме как весь день болтаться в компьютере.",0,0,0,0,0,1,0
Я буду скучать по мисс Сухане.,0,0,0,0,1,0,0
Почему раковины в больничных туалетах такие низкие?,0,0,0,0,1,0,0
"@mandy2610 и @esko ya, только что подтвердили, что эта игра действительно уже застряла...",0,0,0,0,0,1,0
"Пойду посмотрю Короткую улицу, а потом сломаю марафон в тюрьме, а потом, может быть, постель.",0,0,0,0,0,1,0
"Сэм только что написал мне ""Футуру сегодня?"" http://sgBEAT.com/pic/81/",0,0,0,0,1,0,0
"Печально, что мне придется покинуть мою прекрасную квартиру.",0,0,0,0,1,0,0
"Сегодня вечером мой принц будет мечтать о том, как он будет очаровательна, и посмотрим, вернётся ли все к нормальной жизни.",0,0,0,0,0,1,0
У меня нет друзей в Твиттере.,0,0,0,0,0,1,0
@greco31 Я пытался не думать об этом!,0,0,0,0,1,0,0
Я скучаю по своей машине.,0,0,0,0,1,0,0
"говорит, что я все еще мечтаю о Никоне Д60.erRr!",0,0,0,0,1,0,0
"Немного одиноко, когда никто не отвечает на звонки.",0,0,0,0,1,0,0
"Успокойся в мире, 12 и Глинн ЭПП... исчезли, но никогда не забудут... что за неделя... Громко в воздухе.",0,0,0,0,1,0,0
"У нас самая худшая неделя, всё действительно происходит втроем.",0,0,0,0,1,0,0
"@Katrinalmoreno и идиотка за то, что пропустили свое последнее шоу",0,0,0,0,1,0,0
